0,1,2,3
0.0,4.227742105057579e-05,4.227742105057579e-05,223910916.1985599
0.001998032703631011,499327521.3377424,498753585.31685513,224055822.7748712
0.003992618528705919,651603336.3068411,649755360.1874841,225109746.17169124
0.005984617456471393,715137046.5949798,711815530.2970011,226430660.76824674
0.007974507424108684,759962270.7283907,755044330.4607416,227818206.9794804
0.009962484553132527,794267932.2732426,787666068.1743047,229235219.4821003
0.011948554251306314,820715939.7111483,812371724.3260894,230665280.73969454
0.013932631554362734,841353909.726518,831228621.6572236,232101237.13620928
0.015914578664228234,857918761.0746145,845984966.3187437,233538524.66011465
0.017894242104691788,871596380.9791249,857833220.2156413,234973806.42851955
0.01987147835006451,883279818.154137,867669363.5414493,236404332.19034207
0.021846158293275176,893586175.8846304,876111779.1922078,237828084.28971186
0.02381817149918974,902897215.4863157,883543265.4121037,239243779.42295527
0.025787427004834575,911475593.3841243,890227027.6655293,240650584.55975536
0.027753843990086655,919454843.3062612,896297790.0825267,242048055.83371076
0.02971734285219637,927009453.2889373,901930297.0830911,243435673.4805578
0.03167786533927429,934191598.597741,907177489.9521515,244813454.35816395
0.033635350001364916,941073015.6877204,912111706.4705943,246181351.61855277
0.03558974003097145,947688770.9064195,916768149.2693095,247539469.0566969
0.03754098303678869,954096722.2465062,921205977.3049798,248887787.1809684
0.0394890214187523,960329417.5388354,925456903.5328878,250226454.10912874
0.041433822001154516,966375938.2171018,929510624.7740302,251555675.7495518
0.043375341545326275,972267711.0846922,933400951.5510151,252875513.22064638
0.045313524869199616,978046311.2225192,937166937.4264245,254186151.7171578
0.04724835814837217,983679120.5813417,940777445.1262062,255487852.51774386
0.049179798016914786,989203407.749089,944270464.7305619,256780619.82930067
0.0511078004908765,994627434.8484696,947656668.331628,258064802.41145667
0.05303234653195716,999956843.35283,950937853.6612636,259340424.4483916
0.05495339671165077,1005198969.8312588,954123025.9201326,260607576.60855773
0.05687092706202867,1010372870.5063727,957231227.1354643,261866450.54865256
0.058784926096088305,1015443617.0810255,960230324.1785889,263117233.24302387
0.060695360005779075,1020427855.0588925,963138925.7254398,264360211.51100776
0.06260220710913246,1025374695.539958,965998125.7491423,265595297.19237664
0.06450546889826271,1030220239.9821337,968751047.3988642,266822773.86100134
0.06640509441953142,1035013998.1202346,971447334.0053736,268042700.43469092
0.06830107715789634,1039760558.3916631,974086687.345132,269255211.08200413
0.07019341659937611,1044415943.7447095,976628951.0079765,270460465.077151
0.07208206821177747,1049025373.7729083,979124060.4276222,271658574.80792147
0.07396702339321855,1053606230.765276,981580250.9575142,272849639.98791444
0.07584827659704205,1058094957.4482181,983939498.8632618,274033844.23029953
0.0777258005819957,1062547271.5492437,986261591.2506306,275211297.5992187
0.07959958500882364,1066972928.8068684,988546796.8873079,276382058.0144478
0.08146962779573785,1071315017.1361505,990743848.974344,277546280.8550193
0.08333590253457435,1075625328.5666332,992909607.5838194,278704073.48722535
0.08519840384123052,1079910098.9327366,995039732.2591254,279855455.68941444
0.08705713348314269,1084116103.4051926,997087157.750905,281000551.8092194
0.08891206573609253,1088294004.9378161,999108375.2942526,282139460.7734029
0.09076319553114207,1092452611.6068237,1001099595.5443828,283272174.88956434
0.09261052904608401,1096538220.2325063,1003014088.8040934,284398826.4121466
0.09445404216144716,1100598278.9137595,1004905822.0162641,285519501.2875764
0.09629373292221023,1104637874.2474434,1006766896.0277648,286634185.47310984
0.09812960849526695,1108609491.3003905,1008556531.639178,287742991.4467677
0.09996164335165966,1112559319.2345576,1010328164.7165864,288845999.8440852
0.10178983987074816,1116493807.387953,1012073390.062301,289943178.62704116
0.1036142171906763,1120356245.8018172,1013744669.0315338,291034636.8884853
0.10543472016265254,1124269701.3082278,1015468040.735594,292120268.43607414
0.10725141528207165,1128028849.3770158,1017031024.3899379,293200536.253468
0.1090642721603241,1131800688.3593767,1018612703.9386573,294275163.13867545
0.11087328618846656,1135547412.267907,1020151660.6283568,295344227.40264994
0.11267843675748848,1139310022.4445584,1021716914.1774554,296407715.1858163
0.11447978052490461,1142961695.8809147,1023162543.7717267,297465972.3701104
0.11627727494876046,1146638352.2951388,1024629975.4204001,298518749.5761055
0.11807093699776315,1150281326.8410492,1026062169.7642521,299566254.0157237
0.11986078607441114,1153866318.9972832,1027445476.5918739,300608516.8873926
0.1216468025237506,1157458028.5052183,1028816000.7088565,301645477.6489872
0.12342899881726144,1161049841.8219573,1030192042.3325257,302677129.0396046
0.12520740027971114,1164538717.6549566,1031467836.862863,303703832.34108734
0.12698200101849516,1168002268.3304734,1032713230.2964573,304725434.1626661
0.1287527968578764,1171487925.23386,1033979176.9086483,305741829.81349295
0.13051980158249246,1174952530.0918257,1035219663.356148,306753211.6121193
0.13228302549415644,1178394219.7406573,1036435286.784024,307759572.93643796
0.13404248852874476,1181748448.214127,1037574297.6919507,308761110.1332576
0.13579817891462884,1185108855.5705297,1038706654.3815778,309757650.79420906
0.13755010343262963,1188467970.3242054,1039837922.376557,310749214.1808878
0.13929829029955845,1191773470.786982,1040918923.9311007,311735999.1663148
0.14104269746321105,1195153260.4338593,1042074011.0107435,312717680.3670599
0.14278340493647082,1198401387.563567,1043093167.7493414,313694798.37052906
0.14452037723757644,1201611916.644683,1044073171.1199276,314667173.3901883
0.14625363195466953,1204842475.6422784,1045075092.3325826,315634767.3141751
